Record_Type,LF_site_num,LF_Type,locid,faa_Region,county,county_state,city,facility_name,facility_ownership,facility_use,latitude_degrees,longitude_degrees,elevation_ft_msl,status,ArptLocation
APT,00329.21*H,HELIPORT,20AL,ASO,COFFEE,AL,FORT RUCKER/ELBA,RUNKLE STAGEFIELD AHP,MR,PR,31.33881389,-86.09174722,180.0,Open,POINT(-86.09174722 31.33881389)
APT,00329.22*H,HELIPORT,21AL,ASO,COFFEE,AL,FORT RUCKER/OPP,SKELLY STAGEFIELD AHP,MR,PR,31.28765278,-86.13006111,220.0,Open,POINT(-86.13006111 31.28765278)
APT,00329.23*H,HELIPORT,22AL,ASO,COFFEE,AL,FORT RUCKER/NEW BROCKTON,STINSON STAGEFIELD AHP,MR,PR,31.36079444,-86.01373056,379.0,Open,POINT(-86.01373056 31.36079444)
APT,00329.24*H,HELIPORT,23AL,ASO,COFFEE,AL,FORT RUCKER/OZARK,TABERNACLE STAGEFIELD AHP,MR,PR,31.46495278,-85.84633611,470.0,Open,POINT(-85.84633611 31.46495278)
APT,00329.25*H,HELIPORT,07AL,ASO,GENEVA,AL,FORT RUCKER/SAMSON,TAC X STAGEFIELD AHP,MR,PR,31.12101389,-85.97724167,132.0,Open,POINT(-85.97724167 31.12101389)
APT,00333.*A,AIRPORT,GAD,ASO,ETOWAH,AL,GADSDEN,NORTHEAST ALABAMA RGNL,PU,PU,33.97264886,-86.08908344,569.2,Open,POINT(-86.08908344 33.97264886)
APT,00333.01*H,HELIPORT,0AL7,ASO,ETOWAH,AL,GADSDEN,GADSDEN REGL MEDICAL CENTER,PR,PR,34.00833333,-85.96527778,621.0,Open,POINT(-85.96527778 34.00833333)
APT,00336.21*H,HELIPORT,41AL,ASO,JEFFERSON,AL,GARDENDALE,UAB HOSPITAL/GARDENDALE FED,PR,PR,33.6484,-86.8189,630.0,Open,POINT(-86.8189 33.6484)
APT,00336.5*A,AIRPORT,AL18,ASO,JEFFERSON,AL,GARDENDALE,PARKER FLD,PR,PR,33.67621472,-86.86749389,590.0,Open,POINT(-86.86749389 33.67621472)
APT,00341.1*A,AIRPORT,AL43,ASO,SUMTER,AL,GEIGER,HENLEY RANCH,PR,PR,32.9084625,-88.33336667,200.0,Open,POINT(-88.33336667 32.9084625)
APT,00344.1*A,AIRPORT,33J,ASO,GENEVA,AL,GENEVA,GENEVA MUNI,PU,PU,31.052625,-85.86894444,100.3,Open,POINT(-85.86894444 31.052625)
APT,00344.13*H,HELIPORT,8AL9,ASO,GENEVA,AL,GENEVA,WIREGRASS HOSPITAL,PR,PR,31.04962306,-85.89160278,160.0,Open,POINT(-85.89160278 31.04962306)
APT,00350.1*A,AIRPORT,7A0,ASO,HALE,AL,GREENSBORO,GREENSBORO MUNI,PU,PU,32.68154028,-87.66206917,175.1,Open,POINT(-87.66206917 32.68154028)
APT,00353.1*A,AIRPORT,PRN,ASO,BUTLER,AL,GREENVILLE,MAC CRENSHAW MEML,PU,PU,31.84569444,-86.61075,451.4,Open,POINT(-86.61075 31.84569444)
APT,00353.11*A,AIRPORT,71AL,ASO,BUTLER,AL,GREENVILLE,SELLS,PR,PR,31.80878611,-86.523525,380.0,Open,POINT(-86.523525 31.80878611)
APT,00353.12*A,AIRPORT,68AL,ASO,BUTLER,AL,GREENVILLE,HEART OF DIXIE AERO ESTATES,PR,PR,31.8084,-86.525,382.0,Open,POINT(-86.525 31.8084)
APT,00353.13*H,HELIPORT,29AL,ASO,BUTLER,AL,GREENVILLE,RGNL MEDICAL CNTR OF CNTRL ALABAMA,PR,PR,31.82994722,-86.64640278,432.0,Open,POINT(-86.64640278 31.82994722)
APT,00359.12*C,SEAPLANE BASE,08AL,ASO,BALDWIN,AL,GULF SHORES,LITTLE LAGOON,PR,PR,30.24371667,-87.75467778,8.0,Open,POINT(-87.75467778 30.24371667)
APT,00359.68*C,SEAPLANE BASE,AL75,ASO,BALDWIN,AL,GULF SHORES,GULF STATE PARK,PR,PR,30.26327778,-87.63688889,0.0,Open,POINT(-87.63688889 30.26327778)
APT,00359.69*C,SEAPLANE BASE,AL96,ASO,BALDWIN,AL,GULF SHORES,BON SECOUR,PR,PR,30.29833333,-87.74083333,0.0,Open,POINT(-87.74083333 30.29833333)
APT,00359.7*A,AIRPORT,JKA,ASO,BALDWIN,AL,GULF SHORES,JACK EDWARDS NTL,PU,PU,30.28963889,-87.67177778,17.1,Open,POINT(-87.67177778 30.28963889)
APT,00360.*A,AIRPORT,8A1,ASO,MARSHALL,AL,GUNTERSVILLE,GUNTERSVILLE MUNI - JOE STARNES FLD,PU,PU,34.40618919,-86.26087028,614.6,Open,POINT(-86.26087028 34.40618919)
APT,00360.1*H,HELIPORT,5AL0,ASO,MARSHALL,AL,GUNTERSVILLE,MARSHALL MEDICAL CENTER NORTH,PR,PR,34.36517222,-86.422975,24.0,Open,POINT(-86.422975 34.36517222)
APT,00361.02*A,AIRPORT,AL10,ASO,MADISON,AL,GURLEY,FRERICHS,PR,PR,34.65120083,-86.41693167,650.0,Open,POINT(-86.41693167 34.65120083)
APT,00363.*A,AIRPORT,1M4,ASO,WINSTON,AL,HALEYVILLE,POSEY FLD,PU,PU,34.28033333,-87.60041667,929.8,Open,POINT(-87.60041667 34.28033333)
APT,00363.12*H,HELIPORT,98AL,ASO,WINSTON,AL,HALEYVILLE,LAKELAND COMMUNITY HOSPITAL,PR,PR,34.24236944,-87.59229167,960.0,Open,POINT(-87.59229167 34.24236944)
APT,00366.1*A,AIRPORT,HAB,ASO,MARION,AL,HAMILTON,MARION COUNTY-RANKIN FITE,PU,PU,34.11694444,-87.99822222,436.0,Open,POINT(-87.99822222 34.11694444)
APT,00366.3*H,HELIPORT,9AL8,ASO,MARION,AL,HAMILTON,NORTH MISSISSIPPI MEDICAL CENTER-HAMILTON,PR,PR,34.12719444,-87.99083333,441.0,Open,POINT(-87.99083333 34.12719444)
APT,00368.2*A,AIRPORT,2AL7,ASO,CULLMAN,AL,HANCEVILLE,MOUNT AERO LAKE FARM,PR,PR,34.06277778,-86.72305556,625.0,Open,POINT(-86.72305556 34.06277778)
APT,00371.*A,AIRPORT,AL92,ASO,SHELBY,AL,HARPERSVILLE,HAWK FLD,PR,PR,33.30733389,-86.40358972,420.0,Open,POINT(-86.40358972 33.30733389)
APT,00372.*A,AIRPORT,AL62,ASO,GENEVA,AL,HARTFORD,STRIPLIN AIRFIELD,PR,PR,31.08295583,-85.68354417,255.0,Open,POINT(-85.68354417 31.08295583)
APT,00372.01*A,AIRPORT,3AL1,ASO,GENEVA,AL,HARTFORD,FLYING H RANCH,PR,PR,31.05041667,-85.68527778,264.0,Open,POINT(-85.68527778 31.05041667)
APT,00374.09*H,HELIPORT,4AL4,ASO,MORGAN,AL,HARTSELLE,FROBERG,PR,PR,34.42722222,-86.915,630.0,Open,POINT(-86.915 34.42722222)
APT,00374.1*A,AIRPORT,5M0,ASO,MORGAN,AL,HARTSELLE,HARTSELLE-MORGAN COUNTY RGNL,PU,PU,34.40822222,-86.93294444,628.5,Open,POINT(-86.93294444 34.40822222)
APT,00374.5*A,AIRPORT,00AL,ASO,MADISON,AL,HARVEST,EPPS AIRPARK,PR,PR,34.86481028,-86.7702775,820.0,Open,POINT(-86.7702775 34.86481028)
APT,00375.08*A,AIRPORT,8AL7,ASO,MADISON,AL,HAZEL GREEN,HAZEL GREEN ACRES,PR,PR,34.98047222,-86.69230556,908.0,Open,POINT(-86.69230556 34.98047222)
APT,00375.5*A,AIRPORT,M38,ASO,MADISON,AL,HAZEL GREEN,HAZEL GREEN,PR,PU,34.91613194,-86.64704583,814.0,Open,POINT(-86.64704583 34.91613194)
APT,00375.6*A,AIRPORT,AL99,ASO,MADISON,AL,HAZEL GREEN,ELKWOOD AIRPARK,PR,PR,34.98073333,-86.68400556,890.0,Open,POINT(-86.68400556 34.98073333)
APT,00376.*A,AIRPORT,0J6,ASO,HENRY,AL,HEADLAND,HEADLAND MUNI,PU,PU,31.36413889,-85.31252778,358.6,Open,POINT(-85.31252778 31.36413889)
APT,00380.*H,HELIPORT,AL70,ASO,SHELBY,AL,HOOVER,ABC 33/40,PR,PR,33.35278056,-86.78786111,550.0,Open,POINT(-86.78786111 33.35278056)
APT,00380.02*H,HELIPORT,9AL1,ASO,SHELBY,AL,HOOVER,BROOKWOOD FED HELIPAD,PR,PR,33.42027778,-86.66944444,606.0,Open,POINT(-86.66944444 33.42027778)
APT,00380.1*H,HELIPORT,8AL1,ASO,JEFFERSON,AL,HOOVER,MED WEST- HOOVER,PR,PR,33.35472222,-86.85583333,600.0,Open,POINT(-86.85583333 33.35472222)
APT,00385.02*A,AIRPORT,AL93,ASO,MADISON,AL,HUNTSVILLE,BIG SKY,PR,PR,34.88564333,-86.70999778,830.0,Open,POINT(-86.70999778 34.88564333)
APT,00385.1*A,AIRPORT,HSV,ASO,MADISON,AL,HUNTSVILLE,HUNTSVILLE INTL-CARL T JONES FLD,PU,PU,34.63719694,-86.77505417,628.9,Open,POINT(-86.77505417 34.63719694)
APT,00385.12*H,HELIPORT,AL36,ASO,MADISON,AL,HUNTSVILLE,THE HUNTSVILLE HOSPITAL,PU,PR,34.721125,-86.58066667,728.0,Open,POINT(-86.58066667 34.721125)
APT,00385.2*A,AIRPORT,3M5,ASO,MADISON,AL,HUNTSVILLE,MOONTOWN,PR,PU,34.74736111,-86.46097222,655.0,Open,POINT(-86.46097222 34.74736111)
APT,00385.3*A,AIRPORT,4AL8,ASO,MORGAN,AL,HUNTSVILLE,MILTON,PR,PR,34.49054167,-86.67343333,639.0,Open,POINT(-86.67343333 34.49054167)
APT,00385.4*A,AIRPORT,MDQ,ASO,MADISON,AL,HUNTSVILLE,HUNTSVILLE EXEC TOM SHARP JR FLD,PU,PU,34.85936111,-86.55752778,763.5,Open,POINT(-86.55752778 34.85936111)
APT,00385.42*H,HELIPORT,32AL,ASO,MADISON,AL,HUNTSVILLE,SES NORTH PAD,PR,PR,34.66486111,-86.746625,633.0,Open,POINT(-86.746625 34.66486111)
APT,00387.*A,AIRPORT,AL05,ASO,BULLOCK,AL,HURTSBORO,SEHOY,PR,PR,32.221336,-85.471783,331.0,Open,POINT(-85.471783 32.221336)
APT,00388.04*A,AIRPORT,2AL6,ASO,MOBILE,AL,IRVINGTON,DALE O GALER AERODROME,PR,PR,30.49198056,-88.19730833,40.0,Open,POINT(-88.19730833 30.49198056)
APT,00393.*A,AIRPORT,AL37,ASO,COFFEE,AL,JACK,BENEDICK,PR,PR,31.55502778,-85.97727778,335.0,Open,POINT(-85.97727778 31.55502778)
APT,00394.1*A,AIRPORT,4R3,ASO,CLARKE,AL,JACKSON,JACKSON MUNI,PU,PU,31.47055972,-87.89590139,62.4,Open,POINT(-87.89590139 31.47055972)
APT,00395.01*A,AIRPORT,3AL5,ASO,CALHOUN,AL,JACKSONVILLE,EDWARDS FARM,PR,PR,33.83530556,-85.76391667,750.0,Open,POINT(-85.76391667 33.83530556)
APT,00401.02*H,HELIPORT,AL63,ASO,WALKER,AL,JASPER,WALKER RGNL MEDICAL CENTER,PR,PR,33.84400556,-87.23666389,418.0,Open,POINT(-87.23666389 33.84400556)
APT,00401.3*A,AIRPORT,JFX,ASO,WALKER,AL,JASPER,WALKER COUNTY-BEVILL FLD,PU,PU,33.902,-87.31383333,482.6,Open,POINT(-87.31383333 33.902)
APT,00402.01*H,HELIPORT,8AL4,ASO,CHILTON,AL,JEMISON,LAY DAM,PR,PR,32.95923056,-86.51956389,331.0,Open,POINT(-86.51956389 32.95923056)
APT,00405.*A,AIRPORT,5AL7,ASO,COFFEE,AL,KINSTON,JOHN H HATAWAY,PR,PR,31.25,-86.16666667,300.0,Open,POINT(-86.16666667 31.25)
APT,00410.1*A,AIRPORT,7A3,ASO,CHAMBERS,AL,LANETT,LANETT MUNI,PU,PU,32.81184306,-85.22948528,624.0,Open,POINT(-85.22948528 32.81184306)
APT,00410.23*H,HELIPORT,9AL3,ASO,CHEROKEE,AL,LEESBURG,WEISS DAM,PR,PR,34.13226111,-85.79540833,570.0,Open,POINT(-85.79540833 34.13226111)
APT,00410.3*A,AIRPORT,4AL9,ASO,MONTGOMERY,AL,LAPINE,T W SPEAR MEML,PR,PR,31.97472222,-86.29388889,438.0,Open,POINT(-86.29388889 31.97472222)
APT,00411.*H,HELIPORT,7AL1,ASO,LAUDERDALE,AL,LEXINGTON,EXPLORER,PR,PR,34.99375,-87.34194444,790.0,Open,POINT(-87.34194444 34.99375)
APT,00412.1*A,AIRPORT,AL88,ASO,BALDWIN,AL,LILLIAN,BAN FARM,PR,PR,30.42658667,-87.47081278,80.0,Open,POINT(-87.47081278 30.42658667)
APT,00419.*A,AIRPORT,AL35,ASO,BALDWIN,AL,LOXLEY,MC GINNIS,PR,PR,30.61963639,-87.7044325,125.0,Open,POINT(-87.7044325 30.61963639)
APT,00419.05*A,AIRPORT,57AL,ASO,BALDWIN,AL,LOXLEY,BASWELL,PR,PR,30.65319444,-87.72375,190.0,Open,POINT(-87.72375 30.65319444)
APT,00419.1*A,AIRPORT,1AL5,ASO,BALDWIN,AL,LOXLEY,BERRY FLD,PR,PR,30.63638889,-87.74777778,170.0,Open,POINT(-87.74777778 30.63638889)
APT,00420.*A,AIRPORT,AL97,ASO,BALDWIN,AL,LOXLEY,WILLIAMSON FARM,PR,PR,30.64511944,-87.67056389,162.0,Open,POINT(-87.67056389 30.64511944)
APT,00425.1*A,AIRPORT,04A,ASO,CRENSHAW,AL,LUVERNE,FRANK SIKES,PU,PU,31.73638694,-86.26245464,302.0,Open,POINT(-86.26245464 31.73638694)
APT,00426.3*A,AIRPORT,7AL7,ASO,HOUSTON,AL,MADRID,PRATT LANDING,PR,PR,31.0645,-85.43938889,184.0,Open,POINT(-85.43938889 31.0645)
APT,00426.51*A,AIRPORT,2AL1,ASO,BALDWIN,AL,MAGNOLIA SPRINGS,COLLIER AIRPARK,PR,PR,30.42408611,-87.77776694,74.0,Open,POINT(-87.77776694 30.42408611)
APT,00427.4*A,AIRPORT,AL76,ASO,CHILTON,AL,MAPLESVILLE,MAYFIELD (PVT),PR,PR,32.84873694,-86.86998833,495.0,Open,POINT(-86.86998833 32.84873694)
APT,00428.21*A,AIRPORT,A08,ASO,PERRY,AL,MARION,VAIDEN FLD,PU,PU,32.5105,-87.38477778,220.0,Open,POINT(-87.38477778 32.5105)
APT,00429.*H,HELIPORT,AL95,ASO,WASHINGTON,AL,MC INTOSH,MC INTOSH COMMUNITY,PR,PR,31.27350361,-88.01250056,50.0,Open,POINT(-88.01250056 31.27350361)
APT,00430.*A,AIRPORT,AL09,ASO,DE KALB,AL,MENTONE,CLOUDMONT AIRPARK,PR,PR,34.54085694,-85.59229306,692.0,Open,POINT(-85.59229306 34.54085694)
APT,00433.5*A,AIRPORT,28AL,ASO,ELMORE,AL,MILLBROOK,FOSHEE,PR,PR,32.43322222,-86.37459167,143.0,Open,POINT(-86.37459167 32.43322222)
APT,00437.*A,AIRPORT,BFM,ASO,MOBILE,AL,MOBILE,MOBILE DOWNTOWN,PU,PU,30.62678056,-88.06809083,26.2,Open,POINT(-88.06809083 30.62678056)
APT,00437.1*H,HELIPORT,AL52,ASO,MOBILE,AL,MOBILE,USA HEALTH SYSTEM-UNIVERSITY HOSPITAL,PU,PR,30.70798333,-88.09846944,28.0,Open,POINT(-88.09846944 30.70798333)
APT,00437.2*H,HELIPORT,AL82,ASO,MOBILE,AL,MOBILE,PROVIDENCE HOSPITAL,PR,PR,30.67935694,-88.20000333,210.0,Open,POINT(-88.20000333 30.67935694)
APT,00437.3*A,AIRPORT,62AL,ASO,MOBILE,AL,MOBILE,SKYWEST AIRPARK,PR,PR,30.68352444,-88.37195556,150.0,Open,POINT(-88.37195556 30.68352444)
APT,00437.4*A,AIRPORT,26AL,ASO,MOBILE,AL,MOBILE,RICHARDSON FLD,PR,PR,30.63138889,-88.27972222,180.0,Open,POINT(-88.27972222 30.63138889)
APT,00438.*A,AIRPORT,MOB,ASO,MOBILE,AL,MOBILE,MOBILE RGNL,PU,PU,30.69141667,-88.24283333,218.7,Open,POINT(-88.24283333 30.69141667)
APT,00440.11*H,HELIPORT,1AL6,ASO,MONROE,AL,MONROEVILLE,MONROE COUNTY HOSPITAL,PU,PR,31.49885,-87.32083611,403.0,Open,POINT(-87.32083611 31.49885)
APT,00440.2*A,AIRPORT,MVC,ASO,MONROE,AL,MONROEVILLE,MONROE COUNTY AEROPLEX,PU,PU,31.45805556,-87.35102778,419.1,Open,POINT(-87.35102778 31.45805556)
APT,00445.*A,AIRPORT,5AL3,ASO,SHELBY,AL,MONTEVALLO,FLYING X RANCH,PR,PR,33.152895,-86.85137778,466.0,Open,POINT(-86.85137778 33.152895)
APT,00446.*A,AIRPORT,MXF,ASO,MONTGOMERY,AL,MONTGOMERY,MAXWELL AFB,MA,PR,32.38294444,-86.36577778,170.8,Open,POINT(-86.36577778 32.38294444)
APT,00446.01*H,HELIPORT,1AL3,ASO,MONTGOMERY,AL,MONTGOMERY,MONTGOMERY CREW HEADQUARTERS,PR,PR,32.40916389,-86.25611111,186.0,Open,POINT(-86.25611111 32.40916389)
APT,00446.2*H,HELIPORT,1AL7,ASO,MONTGOMERY,AL,MONTGOMERY,BUSINESS CENTER OF ALABAMA,PR,PR,32.37786389,-86.29596111,403.0,Open,POINT(-86.29596111 32.37786389)
APT,00446.5*H,HELIPORT,AL11,ASO,MONTGOMERY,AL,MONTGOMERY,BAPTIST MEDICAL CENTER,PR,PR,32.32752778,-86.27655556,252.0,Open,POINT(-86.27655556 32.32752778)
APT,00446.51*A,AIRPORT,AL12,ASO,MONTGOMERY,AL,MONTGOMERY,KERSHAW,PR,PR,32.3608,-86.120725,225.0,Open,POINT(-86.120725 32.3608)
APT,00447.*A,AIRPORT,MGM,ASO,MONTGOMERY,AL,MONTGOMERY,MONTGOMERY RGNL (DANNELLY FLD),PU,PU,32.30063889,-86.39397222,221.1,Open,POINT(-86.39397222 32.30063889)
APT,00448.*A,AIRPORT,1AL8,ASO,ST CLAIR,AL,MOODY,MOORE FLD,PR,PR,33.61093056,-86.47490556,730.0,Open,POINT(-86.47490556 33.61093056)
APT,00450.*A,AIRPORT,AL34,ASO,LAWRENCE,AL,MOULTON,ELAM'S LANDING,PR,PR,34.44704,-87.38613278,685.0,Open,POINT(-87.38613278 34.44704)
APT,00450.1*H,HELIPORT,AL86,ASO,LAWRENCE,AL,MOULTON,LAWRENCE COUNTY HOSPITAL,PR,PR,34.48407778,-87.284875,658.0,Open,POINT(-87.284875 34.48407778)
APT,00450.35*A,AIRPORT,AL44,ASO,HALE,AL,MOUNDVILLE,MOUNDVILLE,PR,PR,32.96949028,-87.63702083,162.0,Open,POINT(-87.63702083 32.96949028)
APT,00451.*H,HELIPORT,AL24,ASO,JEFFERSON,AL,MOUNT OLIVE,ROTOR WING INC,PR,PR,33.67762778,-86.87034444,630.0,Open,POINT(-86.87034444 33.67762778)
APT,00454.01*A,AIRPORT,77ID,ANM,ADA,ID,MERIDIAN,ASHLEY,PR,PR,43.52444444,-116.4069444,713.0,Open,POINT(-116.4069444 43.52444444)
APT,00455.*A,AIRPORT,MSL,ASO,COLBERT,AL,MUSCLE SHOALS,NORTHWEST ALABAMA RGNL,PU,PU,34.74530556,-87.61022222,550.5,Open,POINT(-87.61022222 34.74530556)
APT,00455.01*H,HELIPORT,AL53,ASO,COLBERT,AL,MUSCLE SHOALS,SHOALS HOSPITAL,PR,PR,34.74728611,-87.67777222,500.0,Open,POINT(-87.67777222 34.74728611)
APT,00455.1*A,AIRPORT,5AL5,ASO,COLBERT,AL,MUSCLE SHOALS,BIG RIVER AIRPARK,PR,PR,34.69208611,-87.65121944,505.0,Open,POINT(-87.65121944 34.69208611)
APT,00456.01*H,HELIPORT,4AL0,ASO,TUSCALOOSA,AL,NORTHPORT,BANKHEAD DAM,PR,PR,33.45482222,-87.36065,376.0,Open,POINT(-87.36065 33.45482222)
APT,00457.08*H,HELIPORT,9AL4,ASO,CALHOUN,AL,OHATCHEE,HENRY DAM,PR,PR,33.78486667,-86.05067222,509.0,Open,POINT(-86.05067222 33.78486667)
APT,00463.1*A,AIRPORT,20A,ASO,BLOUNT,AL,ONEONTA,ROBBINS FLD,PU,PU,33.97127778,-86.38038889,124.9,Open,POINT(-86.38038889 33.97127778)
APT,00463.2*H,HELIPORT,4AL2,ASO,BLOUNT,AL,ONEONTA,ST VINCENT'S BLT,PR,PR,33.92972222,-86.49472222,810.0,Open,POINT(-86.49472222 33.92972222)
APT,00464.5*A,AIRPORT,AL89,ASO,LEE,AL,OPELIKA,SOMMERSET STRIP,PR,PR,32.7187425,-85.36689028,820.0,Open,POINT(-85.36689028 32.7187425)
APT,00464.51*H,HELIPORT,3AL2,ASO,LEE,AL,OPELIKA,EAST ALABAMA MEDICAL CENTER,PR,PR,32.63916667,-85.40222222,749.0,Open,POINT(-85.40222222 32.63916667)
APT,00464.52*H,HELIPORT,AL85,ASO,LEE,AL,AUBURN,EAMC FREESTANDING EMERG DEPT,PR,PR,32.584275,-85.49988611,619.0,Open,POINT(-85.49988611 32.584275)
APT,00477.*A,AIRPORT,AL71,ASO,TALLAPOOSA,AL,OUR TOWN,WILLOW POINT,PR,PR,32.80373778,-85.98051917,551.0,Open,POINT(-85.98051917 32.80373778)
APT,00479.*A,AIRPORT,3AL8,ASO,MADISON,AL,OWENS CROSSROADS,FLINT RIVER RANCH,PR,PR,34.61916667,-86.46694444,590.0,Open,POINT(-86.46694444 34.61916667)
APT,00479.5*H,HELIPORT,7AL3,ASO,CALHOUN,AL,OXFORD,OXFORD POLICE,PR,PR,33.600448,-85.864283,633.0,Open,POINT(-85.864283 33.600448)
APT,00480.1*A,AIRPORT,71J,ASO,DALE,AL,OZARK,OZARK-BLACKWELL FLD,PU,PU,31.431812,-85.62053392,357.9,Open,POINT(-85.62053392 31.431812)
APT,00480.11*H,HELIPORT,AL87,ASO,DALE,AL,OZARK,DALE MEDICAL CENTER,PR,PR,31.45091667,-85.63223056,390.0,Open,POINT(-85.63223056 31.45091667)
APT,00480.12*A,AIRPORT,36AL,ASO,DALE,AL,OZARK,HIDDEN SPRINGS AIRPARK,PR,PR,31.49288889,-85.53427778,346.0,Open,POINT(-85.53427778 31.49288889)
APT,00480.16*H,HELIPORT,8AL5,ASO,WALKER,AL,PARRISH,PLANT GORGAS,PR,PR,33.64248333,-87.19717222,256.0,Open,POINT(-87.19717222 33.64248333)
APT,00480.21*H,HELIPORT,37AL,ASO,ST CLAIR,AL,PELL CITY,VETERANS,PR,PR,33.60383611,-86.30294722,455.0,Open,POINT(-86.30294722 33.60383611)
APT,00480.6*A,AIRPORT,PLR,ASO,ST CLAIR,AL,PELL CITY,ST CLAIR COUNTY,PU,PU,33.55883333,-86.24905556,485.0,Open,POINT(-86.24905556 33.55883333)
APT,00480.71*A,AIRPORT,AL33,ASO,ESCAMBIA,AL,PERDIDO,STURDY OAK FARM,PR,PR,31.03603056,-87.59380833,230.0,Open,POINT(-87.59380833 31.03603056)
APT,00480.75*H,HELIPORT,50AL,ASO,BALDWIN,AL,PERDIDO BEACH,PERDIDO BEACH VFD,PR,PR,30.34691111,-87.50575,14.0,Open,POINT(-87.50575 30.34691111)
APT,00481.01*A,AIRPORT,2AL8,ASO,RUSSELL,AL,PHENIX CITY,FINKLEY FARM,PR,PR,32.42111111,-85.24805556,413.0,Open,POINT(-85.24805556 32.42111111)
APT,00481.26*A,AIRPORT,AL79,ASO,MONTGOMERY,AL,PIKE ROAD,BARTLETT RANCH,PR,PR,32.26958639,-86.09884972,305.0,Open,POINT(-86.09884972 32.26958639)
APT,00481.29*A,AIRPORT,84AL,ASO,DALE,AL,PINCKARD,BLESSINGS LANDING AIR RANCH,PR,PR,31.30261111,-85.52313889,420.0,Open,POINT(-85.52313889 31.30261111)
APT,00481.30*A,AIRPORT,7AL5,ASO,DALE,AL,PINCKARD,LIBERTY FLD,PR,PR,31.28990278,-85.54047778,363.0,Open,POINT(-85.54047778 31.28990278)
APT,00481.37*A,AIRPORT,AL16,ASO,JEFFERSON,AL,PINSON,TURKEY CREEK,PR,PR,33.72676806,-86.72360222,640.0,Open,POINT(-86.72360222 33.72676806)
APT,00481.91*A,AIRPORT,1A9,ASO,AUTAUGA,AL,PRATTVILLE,PRATTVILLE - GROUBY FLD,PU,PU,32.43872222,-86.51269444,224.9,Open,POINT(-86.51269444 32.43872222)
APT,00492.5*A,AIRPORT,HUA,ASO,MADISON,AL,REDSTONE ARSNL HUNTSVILLE,REDSTONE AAF,MR,PR,34.67865472,-86.6847825,685.0,Open,POINT(-86.6847825 34.67865472)
APT,00494.*A,AIRPORT,3M8,ASO,PICKENS,AL,REFORM,NORTH PICKENS,PU,PU,33.38675278,-88.00657917,236.8,Open,POINT(-88.00657917 33.38675278)
APT,00498.*A,AIRPORT,7A5,ASO,RANDOLPH,AL,ROANOKE,ROANOKE MUNI ENLOE,PU,PU,33.12967778,-85.37221528,907.0,Open,POINT(-85.37221528 33.12967778)
APT,00498.01*H,HELIPORT,2AL2,ASO,RANDOLPH,AL,ROANOKE,RANDOLPH COUNTY HOSPITAL,PR,PR,33.15725833,-85.38911667,839.0,Open,POINT(-85.38911667 33.15725833)
APT,00498.5*A,AIRPORT,AL25,ASO,MACON,AL,ROBA,SPRATLING FLD,PR,PR,32.24236861,-85.60105944,368.0,Open,POINT(-85.60105944 32.24236861)
APT,00499.03*A,AIRPORT,AL84,ASO,BALDWIN,AL,ROBERTSDALE,PECAN PONDS FARM,PR,PR,30.55852694,-87.60415139,125.0,Open,POINT(-87.60415139 30.55852694)
APT,00499.1*A,AIRPORT,1AL4,ASO,BALDWIN,AL,ROBERTSDALE,ELSANOR,PR,PR,30.54472222,-87.55944444,180.0,Open,POINT(-87.55944444 30.54472222)
APT,00502.1*A,AIRPORT,M22,ASO,FRANKLIN,AL,RUSSELLVILLE,BILL PUGH FLD,PU,PU,34.44508333,-87.71163889,717.8,Open,POINT(-87.71163889 34.44508333)
APT,00507.*A,AIRPORT,2R5,ASO,MOBILE,AL,ST ELMO,ST ELMO,PU,PU,30.50191667,-88.27511111,132.4,Open,POINT(-88.27511111 30.50191667)
APT,00507.01*A,AIRPORT,5AL8,ASO,GENEVA,AL,SAMSON,FAIRLANE,PR,PR,31.105,-85.99305556,225.0,Open,POINT(-85.99305556 31.105)
APT,00507.02*A,AIRPORT,1A4,ASO,GENEVA,AL,SAMSON,LOGAN FLD,PU,PU,31.10370278,-86.0626,200.0,Open,POINT(-86.0626 31.10370278)
APT,00508.22*H,HELIPORT,36AA,ASO,HALE,AL,SAWYERVILLE,W. M. THOMAS PAD,PR,PR,32.71683611,-87.749525,165.0,Open,POINT(-87.749525 32.71683611)
APT,00509.1*A,AIRPORT,4A6,ASO,JACKSON,AL,SCOTTSBORO,SCOTTSBORO MUNI-WORD FLD,PU,PU,34.68869444,-86.00594444,650.3,Open,POINT(-86.00594444 34.68869444)
APT,00509.12*H,HELIPORT,03AL,ASO,JACKSON,AL,SCOTTSBORO,HIGHLAND MEDICAL CENTER,PR,PR,34.66259722,-86.04676667,618.0,Open,POINT(-86.04676667 34.66259722)
APT,00509.13*H,HELIPORT,8AL6,ASO,JACKSON,AL,SCOTTSBORO,AIR EVAC BASE 32,PR,PR,34.66028611,-86.04923889,612.0,Open,POINT(-86.04923889 34.66028611)
APT,00511.*A,AIRPORT,SEM,ASO,DALLAS,AL,SELMA,CRAIG FLD,PU,PU,32.34394667,-86.98780556,166.2,Open,POINT(-86.98780556 32.34394667)
APT,00511.1*H,HELIPORT,AL90,ASO,DALLAS,AL,SELMA,VAUGHAN RGNL MEDICAL CENTER,PR,PR,32.42866944,-87.05701111,150.0,Open,POINT(-87.05701111 32.42866944)
